Sr No,Date,StartUp,Vertical,Subvertical,Location,Investors,Round,Amount
2418,2015-09-15,moengage,Mobile Marketing Automation Platform,,Bangalore,helion venture partners exfinity,Private Equity,36.36725
2419,2015-09-15,mubble,Prepaid Mobile Bill Manager App,,Bangalore,nandan nilekani,Seed Funding,0.0
2420,2015-09-15,tea trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,anil matai vikram tandon shyam sundar r others,Seed Funding,8.557
2421,2015-09-15,room on call,Branded Budget Hotel Marketplace,,Noida,payal syal,Seed Funding,2.5670999999999995
2422,2015-09-15,fyne,Home Fitting & Fixtures Marketplace,,Bangalore,sandeep dama others,Seed Funding,0.0
2423,2015-09-16,chaipoint,Food Subscription platform,,Bangalore,eight roads,Private Equity,85.57
2424,2015-09-16,wedmegood,Wedding Planning Platform,,Gurgaon,indian angel network,Seed Funding,3.50837
2425,2015-09-16,xstok,B2B Mobile Auction Marketplace,,Mumbai,oliphans capital,Seed Funding,3.85065
2426,2015-09-17,unilog,ECommerce Data Analytics Platform,,Bangalore,kalaari capital,Private Equity,0.0
2427,2015-09-17,paintcollar,Designer Merchandize Marketplace,,Mumbai,applyifi,Seed Funding,0.0
2428,2015-09-17,yepme,Private label Fashion eTailer,,Gurgaon,khazanah nasional berhad helion venture partners,Private Equity,641.7749999999999
2429,2015-09-17,bueno,Online Food ordering & delivery,,Gurgaon,high networth individuals no details,Seed Funding,5.134199999999999
2430,2015-09-18,plabro,Real Estate Broker Platform App,,New Delhi,sachin bansal binny bansal sol primero outbox sangram singh,Seed Funding,2.99495
2431,2015-09-18,curejoy,Online Health & Wellness platform,,Bangalore,accel partners subrata mitra larry braitman venk krishna,Private Equity,9.840549999999999
2432,2015-09-18,briston technomach,Internet of Things platform,,New Delhi,undisclosed,Seed Funding,1.2835499999999997
2433,2015-09-18,labstreet,Diagnostic Labs aggregator platform,,Gurgaon,multiple investors,Seed Funding,1.2835499999999997
2434,2015-09-19,dailyninja,Hyperlocal Delivery Platform,,Bangalore,aprameya radhakrishna naman sarawagi afsal salu,Seed Funding,0.0
2435,2015-09-21,portea medical,Home Medical Care Services,,Bangalore,accel partners international finance corporation ifc qualcomm ventureast,Private Equity,320.88749999999993
2436,2015-09-21,neotrade analytics,Real-Time stock data platform,,Bangalore,rainmatter,Seed Funding,2.010895
2437,2015-09-21,dishco,Food discovery & table booking app,,Mumbai,anand mahindra uday punj ashish hemrajani sanjeev mehra,Seed Funding,0.0
2438,2015-09-21,lafalafa,coupons and cashback aggregator app,,Mumbai,500 startups,Seed Funding,1.069625
2439,2015-09-21,connectabank,Financial Products lead generation platform,,Mumbai,prakhar bumb,Seed Funding,0.0
2440,2015-09-22,villfarm,Sustainable Agri-inputs Firm,,Bangalore,unitus seed fund rianta capital r ramaraj sunil edwards,Seed Funding,0.0
2441,2015-09-22,bestdealfinance,Financial Services Portal,,Mumbai,kalaari capital yournest angel fund,Private Equity,25.670999999999996
2442,2015-09-22,gamexs,Pre-owned games Marketplace,,New Delhi,lead angels,Seed Funding,0.0
2443,2015-09-22,the man company,Content-based Subscription eCommerce platform,,New Delhi,karan bajwa amanpreet bajaj manish vij,Seed Funding,0.0
2444,2015-09-22,virtual logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,swarnim multiventures,Private Equity,6.8456
2445,2015-09-22,furdo,Online Interior Designing platform,,Bangalore,bhavdeep reddy,Seed Funding,3.4228
2446,2015-09-22,loginext,End-to-end Logistics platform,,Mumbai,paytm,Private Equity,85.57
2447,2015-09-22,korra,Private Label Apparel sales,,New Delhi,asha jadeja motwani others,Seed Funding,2.5670999999999995
2448,2015-09-23,credihealth,Healthcare Consulting platform,,Gurgaon,rajat malhotra,Seed Funding,0.0
2449,2015-09-23,amigobulls,Stock Market Portal,,Bangalore,sharad sharma vijay anand mohandas pai pallav nadhani singapore angels network others,Seed Funding,0.0
2450,2015-09-23,silverpush,Cross-device retargeting platform,,Gurgaon / SFO,ms partners,Private Equity,10.268399999999998
2451,2015-09-23,juggernaut,Digital & Physical Publishing platform,,New Delhi,william bissell neeraj aggarwal nandan nilekani,Private Equity,19.253249999999998
2452,2015-09-23,innerchef,Food Delivery Platform,,New Delhi,phanindra sama anupam mittal vijay shekhar sharma vishal gondal sateesh andara others,Private Equity,14.97475
2453,2015-09-24,quintype,Data Driven Publishing platform,,Bangalore,raghav bahl,Private Equity,28.2381
2454,2015-09-24,capabiliti,Employee OnBoarding & Orientation platform,,Noida,500 startups smile multimedia kunal bahl rohit bansal girish matrubootham,Seed Funding,3.4228
2455,2015-09-24,fourth partner energy,Solar Power Solutions company,,Hyderabad,infuse the chennai angels,Private Equity,17.114
2456,2015-09-24,licious,Online Meat Ordering platform,,Bangalore,kanwaljit singh tv mohandas pai,Seed Funding,8.557
2457,2015-09-25,travelkhana,online meal-booking platform for train travelers,,New Delhi,astarc others,Seed Funding,0.0
2458,2015-09-28,quickli,hyperlocal delivery platform,,New Delhi,500 startups mato peric others,Seed Funding,0.0
2459,2015-09-28,ola cabs,Cab Booking app platform,,Bangalore,didi kuaidi,Private Equity,256.71
2460,2015-09-29,paytm,E-Commerce & M-Commerce platform,,New Delhi,alibaba group ant financial,Private Equity,5818.759999999999
2461,2015-09-29,inmobi,Mobile Advertising platform,,Bangalore,tennenbaum capital partners others,Private Equity,855.6999999999999
2462,2015-09-29,peppertap,Hyperlocal Grocery Delivery,,Gurgaon,sequoia india saif partners,Private Equity,308.05199999999996
2463,2015-09-29,hugefly,Ecommerce Product recommendation platform,,Pune,mayank singhal and others,Seed Funding,0.0
2464,2015-09-29,brigge,Activity Based Social Network,,Chennai,the chennai angels,Seed Funding,0.0
2465,2015-09-29,zakoopi,Fashion Discovery platform,,New Delhi,uniqorn,Seed Funding,2.99495
2466,2015-09-29,loancircle,Consumer lending marketplace,,Bangalore,zishaan hayath rahul khanna others,Seed Funding,0.0
2467,2015-09-30,infoworks,Big Data Management Platform,,Bangalore / USA,nexus venture partners knoll and others,Private Equity,42.785
2468,2015-09-30,reddoorz,Budget Accommodation Platform,,Noida,jungle,Seed Funding,8.557
2469,2015-09-30,firsttouch,Local Mobile OS,,Gurgaon,kunal bahl rohit bansal pranay chulet naveen tiwari amit gupta mayank singhal,Seed Funding,0.0
2470,2015-09-30,eywa media,Digital Signal processing platform,,Bangalore,ah viktor koenig pe fund mantra,Seed Funding,8.557
2471,2015-01-08,snapdeal,Ecommerce Marketplace,,New Delhi,alibaba foxconn softbank,Private Equity,4278.5
2472,2015-01-08,ressy,Restaurant Discount app,,Pune,mohandas pai others,Seed Funding,3.4228
2473,2015-03-08,cuelearn,Tech-enabled learning,,New Delhi,alok mittal,Seed Funding,0.0
2474,2015-03-08,connect india,ECommerce Logistics provider,,New Delhi,aavishkaar,Private Equity,42.785
2475,2015-03-08,the home salon,on-demand home beauty and wellness portal,,Mumbai,venturenursery,Seed Funding,0.0
2476,2015-03-08,jusride,Self Driven Car rental,,Mumbai,alok mittal zeeshan hayat niraj singh nikunj jain anirudh damani punit goyal,Seed Funding,0.0
2478,2015-03-08,glowship,Energy & Environment Online Marketplace,,Bangalore,infuse,Seed Funding,0.0
2479,2015-03-08,wizrocket,User Engagment & Analytics platform,,Mumbai,sequoia capital accel partners,Private Equity,82.14719999999998
2480,2015-04-08,pickingo,On-Demand Delivery Logistics,,New Delhi,orios venture partners zishaan hayath,Private Equity,11.124099999999999
2481,2015-05-08,grex,fund raising platform for startups,,Pune,kunal bajaj chandru badrinarayanan,Seed Funding,5.562049999999999
2482,2015-05-08,letstransport,Logistics Tech Platform,,Bangalore,rebright partners ankush nijhawan gaurav bhatnagar manish dhingra,Seed Funding,11.124099999999999
2483,2015-05-08,zo rooms,Online budget hotel chain,,New Delhi,tiger global management orios venture partners,Private Equity,256.71
2484,2015-05-08,doormint,Hyperlocal Handyman services,,Mumbai,helion venture partners kalaari capital,Private Equity,25.670999999999996
2485,2015-05-08,nightstay,hotel booking app,,Noida,bedrock rajesh sawhney shailesh singh,Seed Funding,4.2785
2486,2015-05-08,zocalo,Rental Accomodation finder,,New Delhi,sachin bhatia rajesh sawhney,Seed Funding,0.0
2487,2015-05-08,sunday realty,Tech Platform for property brokers,,Mumbai,ramesh jogani shailesh viswanathan jay srinivasan,Seed Funding,6.717245
2488,2015-06-08,klozee,Luxury Apparel rental,,Bangalore,tracxn,Seed Funding,0.0
2489,2015-06-08,appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,ravi gururaj gaurav sharma viswanath ramachandran ripplewave,Seed Funding,4.2785
2490,2015-06-08,practo,Doctor Appointment booking app,,Bangalore,sofina google capital altimeter capital sequoia capital global equities yuri milner sequoia capital matrix partners,Private Equity,770.1299999999999
2491,2015-06-08,loudshout,anonymous bulletin board app,,New Delhi,sanjay sethi ravi jaipuria others,Seed Funding,0.0
2492,2015-06-08,wetravelsolo,Travel community platform,,New Delhi,ccube angels frontline strategy,Seed Funding,0.0
2493,2015-06-08,ketto,Crowd funding platform,,Mumbai,chennai angels calcutta angels ah intellecap impact investment network indus age partners singapore angel network india internet fund letsventure,Seed Funding,5.9899
2494,2015-06-08,ezetap,Mobile based PoS solution,,Bangalore,horizons capricorn investment group socialcapital helion advisors berggruen holdings,Private Equity,213.92499999999998
2495,2015-06-08,ndtv ecommerce venture,Car & Bike ecommerce platform,,Mumbai,inflexionpoint pramod bhasin sixth sense vindi banga hiro mashita,Private Equity,0.0
2497,2015-07-08,easyrewardz,Loyalty Programs & Reward Points,,Mumbai,wealth first ashneer grover atul phadnis,Private Equity,4.2785
2498,2015-07-08,gibss,Energy saving solutions provider,,Mumbai,responsability investments infuse,Private Equity,0.0
2499,2015-07-08,storemore,Self-Storage Spaces,,Noida,bedrock,Seed Funding,0.0
2500,2015-07-08,iorderfresh,Grocery retail Mobile app,,New Delhi,best foodworks,Seed Funding,0.0
2501,2015-10-08,mytaxiindia,Taxi Rental platform,,Gurgaon,nihon kotsu,Private Equity,4.2785
2502,2015-10-08,esadar,ecommerce,,New Delhi,neha vats gaurav vats,Seed Funding,0.68456
2503,2015-10-08,actionable analytics,Machine Learning Platform,,New Delhi/ Houston,b m gupta vinod singhal,Seed Funding,0.0
2504,2015-10-08,mypoolin,mobile social network,,New Delhi,qprize from qualcomm,Seed Funding,2.13925
2506,2015-10-08,inkmonk,Online printing marketplace,,Chennai,girish mathrubootham phanindra sama vikram chachra others from letsventure,Seed Funding,2.13925
2507,2015-10-08,tonetag,mobile payment software platform,,Bangalore,reliance capital venture,Private Equity,8.557
2508,2015-10-08,grey orange,Automated Storage & Warehousing Solution,,Gurgaon,tiger global management,Private Equity,256.71
2509,2015-11-08,livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,helion jungle bessemer venture partners,Private Equity,68.456
2510,2015-11-08,wow momo,Quick Service Restaurant Chain,,Kolkata,indian angel network,Seed Funding,13.6912
2511,2015-11-08,raincan,Subscription based Online Grocery platform,,Pune,ajeet khurana others,Seed Funding,0.8557
2512,2015-11-08,allygrow,engineering services company,,Mumbai,zodius technology fund,Private Equity,171.14
2513,2015-11-08,infogain,Business and IT consulting,,New Delhi / US,chryscapital,Private Equity,539.091
2514,2015-12-08,oneassist,Credit Card Fraud protection solutions,,Mumbai,sequoia capital lightspeed,Private Equity,64.1775
2515,2015-12-08,bigbasket,Online & mobile Grocery store,,Bangalore,bessemer venture partners,Private Equity,427.84999999999997
2516,2015-12-08,sheroes,Career Community for Women,,Noida,quintillion media 500 startups,Seed Funding,6.588889999999999
2517,2015-12-08,scripbox,Mutual Fund Investing platform,,Bangalore,accel partners deep kalra rajesh magow mohit gupta shamik sharma,Private Equity,21.3925
2519,2015-08-13,ifmr holdings,Financial Inclusion platform,,Chennai,accion leapfrog investments lok capital,Private Equity,213.92499999999998
2520,2015-08-13,massblurb,Digital Marketing automation solution,,Mumbai,letsventure mumbai angels,Seed Funding,0.0
2521,2015-08-13,agrostar,Mobile Commerce for Farmers,,Pune,idg,Private Equity,34.228
2522,2015-08-14,voxweb,Picture based Social App,,Mumbai,jitendra gupta others,Seed Funding,0.8557
2523,2015-08-14,trukky,Logistics service platform,,Ahmedabad,gujarat based angel investors mmy cofounder,Seed Funding,2.096465
2524,2015-08-14,vanitycube,On-Demand Beauty Services,,New Delhi,group of angel investors,Seed Funding,0.0
2525,2015-08-17,edu4share,Exam Preparation Platform,,New Delhi,nalin jain other angel investors,Seed Funding,1.88254
2526,2015-08-17,yourstory,Startup Focused Online Publisher,,Mumbai,ratan tata vani kola t v mohandas pai karthee madasamay,Seed Funding,0.0
2527,2015-08-17,sampurnearth,Waste Management Solutions,,Mumbai,intellecap impact investment network family office fund,Seed Funding,1.36912
2528,2015-08-17,orobind,App based Fitness coaching,,Bangalore,existing new investors,Private Equity,0.0
2529,2015-08-17,fixy,On demand cleaning & fixing services,,Mumbai,venturenursery,Seed Funding,0.0
2530,2015-08-17,msm box,Beauty & Lifestyle platform,,New Delhi,rohit goel,Seed Funding,0.0
2531,2015-08-17,shadowfax,on-demand delivery service,,Gurgaon,kunal bahl rohit bansal zishaan hayath prashant malik,Seed Funding,2.6526699999999996
2532,2015-08-17,gadgets 360,Car & Bike ecommerce platform,,New Delhi,one97 communications,Private Equity,0.0
2533,2015-08-18,roposo,Fashion Discovery platform,,Gurgaon,tiger global,Private Equity,128.355
2534,2015-08-18,intelligencenode,Data Analytics Platform,,Mumbai,new enterprise associates orios venture partners,Private Equity,35.9394
2535,2015-08-18,hyperverge,Deep Learning Cloud Algorithms,,Chennai,nea milliways naya,Seed Funding,8.557
2536,2015-08-18,twyst,Location based engagement & rewards platform,,Gurgaon,rohit bhatia sunil nikhar vaibhav domkundwar siddharth nautiyal,Seed Funding,0.0
2537,2015-08-18,idfy,Online Identity Verification Services platform,,Mumbai,nea blume others,Private Equity,0.0
2538,2015-08-18,zoojoobe,Corporate Wellness App,,Bangalore,roundglass partners,Private Equity,8.557
2539,2015-08-19,fashionove,Fashion Search & Review Platform,,Kolkata,umesh yadav,Seed Funding,0.0
2540,2015-08-19,timesaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,unilazer,Private Equity,20.536799999999996
2541,2015-08-19,envoged,pre-owned Luxury online apparel seller,,Mumbai,manish dhingra ankush nijhawa gaurav bhatnagar,Seed Funding,0.0
2542,2015-08-19,mebelkart,Online Furniture Marketplace,,Bangalore,askme,Private Equity,171.14
2543,2015-08-20,labsadvisor,Online Diagnostic Tests Marketplace,,New Delhi,group of angel investors,Seed Funding,1.3348919999999997
2544,2015-08-20,flatpebble,Online marketplace for Photographers,,Hyderabad,indian angel network,Seed Funding,5.134199999999999
2545,2015-08-20,bluegape,Visual Blogging platform,,New Delhi,ah times internet rudy gopalakrishnan,Seed Funding,5.134199999999999
2546,2015-08-21,epoise,Job Search Platform,,Bangalore,orios venture partners amit ranjan others,Seed Funding,4.2785
2547,2015-08-24,jolly food fellow,Food Customer analytics platform,,Ahmedabad,the 1947,Seed Funding,2.5670999999999995
2548,2015-08-24,bookmein,Professional Service Appointment booking service,,Mumbai,ajmera group of companies,Seed Funding,3.4228
2549,2015-08-24,izofy,Scientific Horoscope Online Assistance platform,,Kolkata,prime capital markets ltd,Seed Funding,0.0
2550,2015-08-24,rbus,Tech enabled AC bus service,,Mumbai,india quotient anupam mittal others,Seed Funding,0.0
2551,2015-08-25,qyk app,On-Demand App based Professional service provider,,Bangalore,growx tracxn powai lake and sahil barua,Private Equity,8.557
2552,2015-08-25,eazydiner,Restaurant Reservation Platform,,Gurgaon,dsg consumer partners saama capital,Private Equity,25.670999999999996
2553,2015-08-25,revx,Cross-channel CRM platform,,Mumbai,norwest venture partners nexus venture partners helion venture partners draper fisher jurvetson peepul capital,Private Equity,34.228
2554,2015-08-25,icustommadeit,Professional Custom creators Marketplace,,Pune,group of angel investors,Seed Funding,2.13925
